Ticker,Headline,Source,Sentiment_1_10
JNJ,"Boris Johnson confronted by angry father on hospital visit: 'The NHS has been destroyed' - The man whose child was being treated at Whipps Cross University Hospital in north-east London told the prime minister: ""The NHS has been destroyed ... and now you come here for a press opportunity.""",DJIA,5.946317853406072
JNJ,Australian victims of faulty pelvic mesh implants have expressed disgust at doctors’ suggestions of anal intercourse as a solution to their ruined sex lives. The devices manufactured by pharmaceutical giant Johnson &amp; Johnson caused chronic and debilitating pain including during intercourse.,DJIA,5.672902937978506
JNJ,UK Prime Minister Boris Johnson thanks hospital staff saying 'I owe them my life',DJIA,2.6514074578881264
MCD,Indian eye clinic founded by a single doc has treated 27 million patients performed more than 3 million life-changing eye surgeries for slightly more than the cost of a meal at McDonalds. (Video),DJIA,9.122337020933628
MRK,"The scientist leading Britain's response to the Ebola pandemic has launched a devastating attack on ""Big Pharma"" accusing drugs giants including GlaxoSmithKline Sanofi Merck and Pfizer of failing to manufacture a vaccine not because it was impossible but because there was ""no business case"".",DJIA,5.824352839030325
MRK,"""We may need to seek them out and destroy them where they live"". Vioxx maker Merck and Co drew up doctor hit list.",DJIA,8.675603073090315
MRK,"Merck has known for a decade that its mumps vaccine is ""far less effective"" than it tells the government and it falsified test results and sold millions of doses of ""questionable efficacy"" flooding and monopolizing the market a primary caregiver claims in a federal antitrust class action.",DJIA,5.773240840062499
MRK,India’s drug trials fuel consent controversy local subsidiaries of Novartis Pfizer Merck Glaxo SmithKline and Boehringer Ingelheim had been running clinical trials on patients without any consent.,DJIA,6.964871622622013
MRK,Germany's Merck halts supply of cancer drug to Greek hospitals,DJIA,5.8119246433489025
MRK,Moderna Merck say they will not limit price of COVID-19 vaccines to company cost,DJIA,9.2919851988554
MRK,Australian Cancer Drug Licensed in $730M Deal – A promising new cancer drug developed in Australia by the Cancer Therapeutics CRC has been licensed to U.S. pharmaceutical company Merck in a deal worth US$730 million.,DJIA,2.7397867143154144
MRK,Genetically engineered Merck Cancer Vaccine Made Mandatory For Immigrants: Controversial shot now required if you want to live the American dream,DJIA,9.347966354340315
MRK,Merck CEO says raising COVID-19 vaccine hopes 'a grave disservice',DJIA,5.629503957927227
MRK,Bharat's $1 rotavirus vaccine rolls out in India to challenge GSK Merck,DJIA,1.8465306125581264
MRK,"Big Pharma Wants Males to Take Vaccine for Penile Cancer
About half of all cases of penile cancer are linked to a sexually transmitted virus that causes cervical cancer in women and might be prevented with vaccines from Merck &amp; Co. and GlaxoSmithKline Plc researchers said",DJIA,9.006028793752193
MRK,A clinical trial of an Ebola vaccine developed by Merck and NewLink has been halted temporarily as a precautionary measure after four patients complained of joint pains the University of Geneva Hospital said on Thursday.,DJIA,5.62718972703442
MRK,Merck to Bristol-Myers Face More Threats on India Drug Patents - “We did not develop this medicine for Indians” Dekkers said Dec. 3. “We developed it for western patients who can afford it.”,DJIA,8.25670975074172
MRK,Charity buys Merck vaccine to thwart Ebola comeback - Charity alliance Gavi committed to buy $5 million (4.6 million euros) worth of an experimental Ebola vaccine on Wednesday from US drugmaker Merck enough it hopes to thwart any return of the epidemic that killed thousands.,DJIA,2.1963849142193794
MRK,Coronavirus: Pharma firms unveil safety pledge over vaccine | The firms including Pfizer and Merck said they would only apply for regulatory approval after vaccines went through three phases of clinical study.,DJIA,8.542958751320839
MRK,Big Pharma researcher admits to faking dozens of research studies for Pfizer Merck,DJIA,8.27777273580432
MRK,"The popular painkiller Vioxx doubled the risk of a heart attack and was not fit to be on the market a court ruled yesterday.  judges found  pharmaceutical giant Merck had failed in its duty of care by not warning doctors about health risks.
",DJIA,5.656864727847278
MRK,Merck vaccine fraud exposed by two Merck virologists; company faked mumps vaccine efficacy results for over a decade says lawsuit,DJIA,6.32420858182013
MRK,Documents Show Merck Paid This Popular Website $3.5 Million Dollars for Promoting Vaccines,DJIA,9.241138394922018
MRK,googul Merck to move COVID-19 #Treatment into large trials sees #Sales recovering this year googul.xyz,DJIA,2.4397837817668915
MRK,Merck Stops Developing Both Of Its COVID-19 Vaccine Candidates,DJIA,5.713101699016988
MRK,Merck has halted its coronavirus vaccine program after poor trial results,DJIA,5.611228454392403
MRK,Merck Scraps Covid-19 Vaccine Candidates,DJIA,7.302450459450483
MRK,Vioxx Maker Merck and Co Drew Up Doctor Hit List,DJIA,4.602316543459892
MRK,Merck Vaccine Insider’s Evil Targeting: Shocking In-Depth Report Creepiest Video,DJIA,8.306772008538246
MRK,Merck will face trial over lying about the efficiency of it's Measles vaccine facing federal charges of fraud.,DJIA,6.058295838534832
MRK,Merck inaugurates state-of-the-art pharma packaging center in Darmstadt,DJIA,4.312919199466705
MRK,googul Merck aims to start 'large pivotal' studies on coronavirus #Treatment in September googul.xyz,DJIA,8.571460172533989
MRK,NotPetya Infection Left Merck Short of Key HPV Vaccine ..,DJIA,5.625911055132747
MRK,Merck Pulls Out Of Agreement To Supply Life-Saving Vaccine To Millions Of Kids,DJIA,5.001430116593838
MRK,Coronavirus updates: Merck abandons vaccine development; Japan scrambling for 'herd immunity' ahead of Olympics,DJIA,6.267879610881209
MRK,Merck has shut down its coronavirus vaccine program after poor trial results,DJIA,5.625322186620906
MRK,Merck Pulls Out Of Agreement To Supply Life-Saving Vaccine To Millions Of Kids,DJIA,5.001430116593838
MRK,CHINA COMPETES IN EXPERIMENTAL EBOLA VACCINE AGAINST MERCK IN CONGO,DJIA,2.750048041343689
MRK,Dow surges 600 points S&amp;P 500 punches above key technical level as stock-market investors focus on Novovax Merck vaccine candidates,DJIA,2.643890030682087
MRK,‘You can’t rush science’ — Merck CEO stresses need for careful approach to coronavirus vaccine,DJIA,8.245572581887245
MRK,Preventive Healthcare Technologies and Services Market – – Industry Analysis and Forecast (2021-2027) | Alere GlaxoSmithKline McKesson Corporation Medtronic Merck &amp; Co. Myriad Genetics Omron Healthcare Quest Diagnostics,DJIA,9.426722917705774
MRK,Merck &amp; Co Inc has agreed to sell its consumer care business to Germany's Bayer AG for $14.2 billion the companies said on Tuesday adding to a string of major cross-border healthcare deals.,DJIA,1.7393439076840878
MRK,Pfizer Merck partner on developing immune-boosting cancer medicines,DJIA,7.34442612528801
MRK,Big Pharma Job Cuts: Merck Slashes 500 Jobs Across The U.S.,DJIA,5.555538146756589
MSFT,WannaCrypt ransomware: Microsoft issues emergency patch for Windows XP - Microsoft takes unusual step of providing direct support to unupported systems as targets in 74 countries - including vast swathes of UK hospitals - have been impacted by ransomware attack across the globe,DJIA,3.2994848787784576
TV,Australian children's author Mem Fox detained by US border control: 'I sobbed like a baby.' Author of Possum Magic was aggressively questioned for two hours over her visa status and later recieved an apology for her treatment by border guards.,DJIA,5.8807983519509435
WBA,Woman refused pregnancy termination drugs at Walgreens pharmacy that were prescribed by her doctor,DJIA,6.821420865133405
WBA,Former Walgreens Clinical Pharmacy Manager Pleads Guilty To $4.4 Million TennCare Fraud Scheme,DJIA,7.506417585536838
WBA,GoodRx Walgreens CVS shares all down on Amazon’s Pharmacy news,DJIA,5.699976078700274
WBA,Walgreens Pharmacist Denies Woman Miscarriage Drug Over Personal Morals,DJIA,6.256651774980128
WBA,Walgreens just struck a deal with Google’s parent company but Wall Street is skeptical of the pharmacy giant’s strategy,DJIA,7.316209688782692
WBA,Walgreens stocking Narcan nasal spray in all pharmacies nationwide,DJIA,9.213562939316034
WBA,Prince’s Family Sues Blames Deadly OD on Doctor Walgreens 8/24/2018 3:56 PM PDT Prince‘s household goes after the physician who prescribed ache capsules for him claiming he didn’t correctly deal with him for opioid dependancy so he is in charge for his dying … in response to a brand new swi,DJIA,5.786782307550311
WBA,Walgreens just struck a deal with Google’s parent company but Wall Street is skeptical of the pharmacy giant’s strategy,DJIA,7.316209688782692
WBA,Walgreens just struck a deal with Google’s parent company but Wall Street is skeptical of the pharmacy giant’s strategy,DJIA,7.316209688782692
WBA,Trump administration announces deal with CVS and Walgreens to administer coronavirus vaccine to seniors in long-term care,DJIA,2.59582632035017
WBA,CVS and Walgreens blamed for COVID-19 vaccine issues with nation's oldest and most vulnerable population,DJIA,5.536872008815408
WBA,Covid vaccine rollout gives CVS Walgreens a chance to bring health care to communities of color,DJIA,2.327651284635067
WMT,Family hospitalized after eating LSD tainted meat bought from Walmart.,DJIA,5.796665803529322
AAPL,Global Wearable Medical Devices Market To Achieve A Market Value Of US$ 25101.5 Million By 2025 | Fitbit Inc. Apple Inc. Xiaomi Technology Co. Ltd Garmin International Huawei Technologies Co. Ltd Philips Healthcare,NASDAQ,8.849169790744781
AAPL,WEARABLE MEDICAL DEVICE MARKET Worth US$ 25101.5 Million with Huge CAGR of 18.29% During 2019-2025 | Fitbit Inc. Apple Inc. Xiaomi Technology Garmin International Huawei Technologies Co. Ltd Philips Healthcare Samsung Electronics,NASDAQ,9.151119973510504
A,Acasti Pharma Inc. (ACST) Stock Price News Quote &amp; History,NASDAQ,9.619139898568392
AMED,Elderly Care Service Market is Anticipated to Show a value of about US$ 1744.6 Billion By 2025 || Key Players - Benesse Holdings Inc. Amedisys Inc. St Luke’s Eldercare Ltd. Brookdale Senior Living Inc. Econ Healthcare Group Inc.,NASDAQ,9.411956150084734
AMED,Elderly Care Service Market is Anticipated to Show a value of about US$ 1744.6 Billion By 2025 || Key Players - Benesse Holdings Inc. Amedisys Inc. St Luke’s Eldercare Ltd. Brookdale Senior Living Inc. Econ Healthcare Group Inc.,NASDAQ,9.411956150084734
ARAY,Healthcare Robots Market – Current Analysis and Forecast 2025 | Intuitive surgical Zimmer Biomet Mazor Robotics Accuray Incorporated Hansen Medical Inc./Auris Stryker corporation Toyota Industries Corporation Hitachi Healthcare,NASDAQ,9.533749226480722
ARAY,Healthcare Robots Market – Current Analysis and Forecast 2025 | Intuitive surgical Zimmer Biomet Mazor Robotics Accuray Incorporated Hansen Medical Inc./Auris Stryker corporation Toyota Industries Corporation Hitachi Healthcare,NASDAQ,9.533749226480722
AAON,Regenerative Medicine Market – Industry Analysis and Upcoming Trends (2020-2026) | Athersys Inc. Corline Biomedical AB Mesoblast Nuvasive Inc. Cook Biotech Integra LifeSciences Corporation Organogenesis Osiris Therapeutics,NASDAQ,9.416706375777721
AAON,Regenerative Medicine Market – Industry Analysis and Upcoming Trends (2020-2026) | Athersys Inc. Corline Biomedical AB Mesoblast Nuvasive Inc. Cook Biotech Integra LifeSciences Corporation Organogenesis Osiris Therapeutics Inc. Stryker Corporation,NASDAQ,9.473480593413115
ABCM,South Korea has reached a deal with AstraZeneca PLC to purchase its coronavirus vaccine candidate as it seeks to secure supplies amid a resurgence of outbreaks local media reported on Thursday.,NASDAQ,1.4272989127784967
AEE,Healthcare Analytics Market – Current Analysis and Forecast 2027 | Cerner Corporation SAS Institute Health Catalyst IBM Corporation McKesson Corporation Microsoft Corporation Oracle Corporation SAP SE and TIBCO Software,NASDAQ,9.596678175032139
AAIC-C,Key Hepatitis C Patent Rejected In India Clearing Way For Generic Treatment Costing A Thousand Times Less Than US Price,NASDAQ,2.5146568417549133
AAIC-C,Australia to provide $100000 hepatitis C 'miracle' drug for $37.70 for general patients and $6.10 for concessional patients.,NASDAQ,3.419435277581215
AAIC-C,Hepatitis C sufferer imports life-saving drugs from India takes on global pharmaceutical company,NASDAQ,5.750708951614797
COLL,Collegium Pharmaceutical Inc. (COLL) - Pharmaceuticals &amp; Healthcare - Deals and Alliances Profile | iData Insights,NASDAQ,9.384791407734156
A,Virtual Healthcare Delivery Market – Expected to Grow at a CAGR of 24.6% During the Forecast Period 2021-2027 | Blue Sky Telehealth Cisco Systems Honeywell International McKesson Corporation OBS Medical SOC Telemed &amp; MDLIVE Inc,NASDAQ,8.333790436387062
A,Virtual Healthcare Delivery Market – Expected to Grow at a CAGR of 24.6% During the Forecast Period 2021-2027 | Blue Sky Telehealth Cisco Systems Honeywell International McKesson Corporation OBS Medical SOC Telemed &amp; MDLIVE Inc,NASDAQ,8.333790436387062
A,Nevada Governor Steve Sisolak &amp; the Nevada Gaming Control Board's directives for Caesars Entertainment Inc. to resume it's daily gaming operations &amp; hospitality operations for weekend stays at the Planet Hollywood Resort &amp; Casino.,NASDAQ,9.5006104670465
FIZZ,Enhanced Water Market Research Report (2019-2025) | Industry Key Players – Danone SA The Coca Cola Company Pepsi Co Inc Nestle Otsuka Pharmaceutical Co. Ltd FIJI Water Company LLC Voss Water National Beverage Corp. Spadel and Bisleri International,NASDAQ,8.882983293384314
A,US Doctor and his team are 'brutally beaten' by police as they try to help victims of vicious clashes as Indian farmers' protests turn violent,NASDAQ,5.810112806968391
A,White Zimbabwean farmers evicted from land following claim by British doctor,NASDAQ,5.8426354797557
AA,Big Pharma is using faux generics to keep drug prices high - Drug makers have mastered gaming the system to beat generic competition critics say.,NASDAQ,6.8487779051065445
AA,Children hooked on addictive video games will be able to seek treatment on NHS after video gaming is classified as medical disorder by WHO next week...move comes amid increasing evidence of young players suffering psychological distress and family breakdown as result of addiction.,NASDAQ,5.140314882621169
AA,UK Children’s heart surgeons will use “hologram” goggles to see inside patients’ bodies while they carry out life-saving operations. The devices - using similar technology to 3D gaming headsets - will help medics to carry out the most delicate procedures.,NASDAQ,9.2641525529325
A,Hetero Enters License Agreement With Gilead Sciences Inc. U.S.A. To Produce Generic Sofosbuvir For Treatment Of Chronic Hepatitis C,NASDAQ,1.8133843429386616
A,License Agreement With Gilead Sciences Inc. To Produce Generic Sofosbuvir For Treatment Of Chronic Hepatitis C,NASDAQ,2.1775877252221107
GRMN,Global Wearable Medical Devices Market To Achieve A Market Value Of US$ 25101.5 Million By 2025 | Fitbit Inc. Apple Inc. Xiaomi Technology Co. Ltd Garmin International Huawei Technologies Co. Ltd Philips Healthcare,NASDAQ,8.849169790744781
GRMN,WEARABLE MEDICAL DEVICE MARKET Worth US$ 25101.5 Million with Huge CAGR of 18.29% During 2019-2025 | Fitbit Inc. Apple Inc. Xiaomi Technology Garmin International Huawei Technologies Co. Ltd Philips Healthcare Samsung Electronics,NASDAQ,9.151119973510504
A,A German nurse has admitted killing 30 of his patients by injecting them with cardiovascular medication. The 38-year-old identified only as Niels H told a court-appointed psychiatrist that he had wanted to show off his “excellent” resuscitation skills,NASDAQ,7.206118520349264
A,Healthcare Robots Market – Current Analysis and Forecast 2025 | Intuitive surgical Zimmer Biomet Mazor Robotics Accuray Incorporated Hansen Medical Inc./Auris Stryker corporation Toyota Industries Corporation Hitachi Healthcare,NASDAQ,9.533749226480722
A,Healthcare Robots Market – Current Analysis and Forecast 2025 | Intuitive surgical Zimmer Biomet Mazor Robotics Accuray Incorporated Hansen Medical Inc./Auris Stryker corporation Toyota Industries Corporation Hitachi Healthcare,NASDAQ,9.533749226480722
JJSF,doctor J. A. Jacobi internal medicine,NASDAQ,9.538218658417463
JJSF,P J Crowley - Why I called Bradley Manning's treatment 'stupid',NASDAQ,7.754175562411547
MAR,@TotesTravel : Marriott points to glimmer of hope in China in otherwise bleak picture | News - Marriott International has pointed to small signs of recovery in the Chinese hospitality market as chief executive Arne Sorenson... - https://t.co/X7Vkp1fJAo,NASDAQ,1.4002261869609356
MAR,@TotesTravel : Marriott points to glimmer of hope in China amid otherwise bleak picture | News - Marriott International has pointed to small signs of recovery in the Chinese hospitality market as chief executive Arne Sorenson... - https://t.co/T6ymzosxdZ,NASDAQ,1.3658115845173597
A,South Korea has signed deals with four companies as part of a programme that will provide coronavirus vaccines for 44 million people the government said on Tuesday. The government has arranged to buy 20 million doses each from AstraZeneca Inc. Pfizer and Moderna and another 4 million doses from,NASDAQ,2.2834181040525436
A,Moderna COVID-19 Vaccine Retains Neutralizing Activity Against Emerging Variants First Identified in the U.K. and the Republic of South Africa | Moderna Inc.,NASDAQ,3.640172228217125
AEE,Healthcare Analytics Market Worth US$ 118.23 billion with Huge CAGR of 31% During 2021-2027 | IBM Corporation McKesson Corporation Microsoft Corporation Oracle Corporation SAP SE TIBCO Software,NASDAQ,9.541004333645105
AEE,Internet of Medical Things Market – Current Analysis and Forecast 2027 | Boston Scientific Corporation Cisco Systems GE Healthcare IBM Corporation iRhythm Technologies Koninklijke Philips N.V. Medtronic Microsoft Corporation SAP SE,NASDAQ,9.587846666574478
AEE,Healthcare Analytics Market – Current Analysis and Forecast 2027 | Cerner Corporation SAS Institute Health Catalyst IBM Corporation McKesson Corporation Microsoft Corporation Oracle Corporation SAP SE and TIBCO Software,NASDAQ,9.596678175032139
A,GOOgul 9 Meters Biopharma Inc. Highlighted at Upcoming Truist Securities’ Catalyst Conference Call Series: “Prepping Ahead of Data” sns auto advertising,NASDAQ,9.505002148449421
AAON,Regenerative Medicine Market – Industry Analysis and Upcoming Trends (2020-2026) | Athersys Inc. Corline Biomedical AB Mesoblast Nuvasive Inc. Cook Biotech Integra LifeSciences Corporation Organogenesis Osiris Therapeutics,NASDAQ,9.416706375777721
AAON,Regenerative Medicine Market – Industry Analysis and Upcoming Trends (2020-2026) | Athersys Inc. Corline Biomedical AB Mesoblast Nuvasive Inc. Cook Biotech Integra LifeSciences Corporation Organogenesis Osiris Therapeutics Inc. Stryker Corporation,NASDAQ,9.473480593413115
AEE,Chinese medicine's mention in free trade deal 'a tragedy for Australian science' critic warns - ABC News (Australian Broadcasting Corporation),NASDAQ,9.288550563156605
AEE,Chinese medicine's mention in free trade deal 'a tragedy for Australian science' critic warns - ABC News (Australian Broadcasting Corporation),NASDAQ,9.288550563156605
A,Top UK and European pharmaceuticals lose £11.6bn after Donald Trump press conference: $25bn was wiped off the value of the S&amp;P 500’s top nine pharmaceutical companies in a matter of minutes on Wednesday,NASDAQ,5.558300830423832
A,Traumatised doctor called 'P*** terrorist' after 48 hours saving Manchester victims,NASDAQ,7.814081158488989
A,Cuban doctors developed Heberprot P to prevent diabetic foot amputation.,NASDAQ,3.352063551545143
A,Premier Adult Health Care Inc. offers the finest quality of family medicine in Spring Hill FL,NASDAQ,2.4192396700382233
A,"TONIGHTS SHOW:
Dave Markowitz is a medical intuitive channel of Source energy and information and one of the premier voices of our time in the fields of energy medicine and spirituality. ",NASDAQ,8.741169035434723
AAN,S Africa: 49 starving monkeys rescued from cages - Starving dehydrated monkeys were rescued from garden nursery near Johannesburg Saturday kept for the entertainment of those buying plants. Some heads were disproportionally large for their bodies &amp; bones protruded. Many had rickets.,NASDAQ,6.70653610303998
SNY,"The scientist leading Britain's response to the Ebola pandemic has launched a devastating attack on ""Big Pharma"" accusing drugs giants including GlaxoSmithKline Sanofi Merck and Pfizer of failing to manufacture a vaccine not because it was impossible but because there was ""no business case"".",NASDAQ,5.824352839030325
SNY,The Philippines has launched an investigation into the immunisation of 730000 children with a dengue vaccine that could pose health risks. Last week French drug company Sanofi announced their vaccine could worsen the potentially deadly disease in people not previously infected.,NASDAQ,5.853087654337287
SNY,Philippines to seek refund of $59 million from Sanofi amid vaccine risk,NASDAQ,4.600249549373984
SNY,2 of the world's biggest drugmakers just teamed up on a coronavirus vaccine and they're aiming to launch it next year - The European drugmakers Sanofi and GlaxoSmithKline will work together on a vaccine aiming to start human testing later this year.,NASDAQ,5.207851380109787
SNY,China is investigating French drugmaker Sanofi for alleged bribery of 500 doctors,NASDAQ,6.040451370179653
SNY,France's Sanofi launches Zika virus vaccine research,NASDAQ,7.590657606720924
SNY,Japan halts Pfizer Sanofi vaccines after four die ,NASDAQ,6.087282400112599
SNY,Trial results of Zika vaccine Sanofi dropped show promise,NASDAQ,5.579376958310604
SNY,French Drug Giant Sanofi Takes Heat After Suggesting U.S. May Get 1st Vaccine Access,NASDAQ,6.070297449827194
SNY,WHO has refused to release the Minutes of a key meeting of an advisory vaccine group – packed with executives from Baxter Novartis and Sanofi – that recommended compulsory vaccinations in the USA Europe and other countries against the artificial H1N1 “swine flu” virus this autumn.,NASDAQ,6.924919381737709
SNY,"French drugmaker of Ambien issues a statement: ""While all pharmaceutical treatments have side effects racism is not a known side effect of any Sanofi medication.""",NASDAQ,9.174396904185414
SNY,Unions strike over job cuts at French vaccine maker Sanofi,NASDAQ,5.595099728088826
SNY,Japan's health ministry has halted the use of vaccines made by Pfizer Inc. and Sanofi-Aventis SA following the deaths of four children.,NASDAQ,6.014581992290914
SNY,France piles pressure on Sanofi over coronavirus vaccine plans,NASDAQ,5.689664942212403
SNY,Sanofi says it could help produce competitors' COVID-19 shots after delaying launch of its own vaccine,NASDAQ,2.021060310304165
SNY,FDA Warns of Infant Seizure Risk From Sanofi Flu Vaccine,NASDAQ,5.581267479807138
SNY,Japan halts Pfizer Sanofi vaccines after four die,NASDAQ,6.087282400112599
SNY,Japan halts Pfizer Sanofi vaccines after kids four die ,NASDAQ,6.285217208787799
SNY,The U.N. health agency said Wednesday it has suspended a vaccine against tetanus and four other diseases produced by Sanofi-Aventis SA subsidiary because of a white substance forming inside some vials.,NASDAQ,5.646568523719907
SNY,Sanofi: USA first to receive the vaccine.,NASDAQ,7.588760882616043
SNY,France says 'unacceptable' for Sanofi to give coronavirus vaccine to US first,NASDAQ,6.075096340849996
SNY,France said on Thursday that the world’s nations would have equal access to any coronavirus vaccine developed by pharmaceuticals giant Sanofi a day after the CEO suggested that Americans would likely be the first in line,NASDAQ,2.7482225969433784
SNY,"French pharmaceutical giant Sanofi has riled Paris by saying the US would be first in line to receive any COVID-19 vaccine. But Edouard Philippe France's prime minister said on Thursday that ""equal access for everyone to the vaccine is not negotiable"".",NASDAQ,7.1319505125284195
SNY,U.S. government awards $2.1B to Sanofi-GSK coronavirus vaccine,NASDAQ,2.2894931733608246
SNY,U.S. government awards $2.1B to Sanofi-GSK coronavirus vaccine,NASDAQ,2.2894931733608246
SNY,CEO of French pharmaceutical giant Sanofi said that if Sanofi develops a vaccine doses would likely go to Americans first. Hudson said this was understandable given the U.S. had financially supported its research.The comments outraged the French gov't and provoked an uproar in France.,NASDAQ,6.257578268647194
SNY,TRIAL AND ERROR Sanofi Covid vaccine delayed until end of 2021 – and UK has 60m doses on order,NASDAQ,8.373652957379818
SNY,France's Sanofi and Regeneron Begin Initial Covid-19 Treatment Trials,NASDAQ,7.4611911326646805
SNY,AFP: The EU insisted that any vaccine against coronavirus must be available fairly to all countries after French drug giant Sanofi said it was reserving first shipments for the US,NASDAQ,6.976477339863777
SNY,French laboratory Sanofi announces to send vaccines exclusively to the US after millions of dollars of American investment.,NASDAQ,5.173538148403168
SNY,The EU announced Friday that it had struck a deal with French pharmaceutical giant Sanofi for 300 million doses of a potential coronavirus vaccine. The European Commission said it would allow all 27 member countries to purchase the vaccine once it was proven to be safe and effective,NASDAQ,2.112851571291685
SNY,GlaxoSmithKline and Sanofi to start testing coronavirus vaccine on Americans,NASDAQ,8.579062424600124
SNY,Sanofi GSK to supply vaccine doses to WHO-backed alliance,NASDAQ,8.195836581289768
SNY,GSK/Sanofi Covid vaccine delayed until end of next year: Trials reveal vaccine failed to produce a strong immune response in older people,NASDAQ,5.615099774673581
SNY,Trouble mounts for Sanofi dengue vaccine over safety concerns,NASDAQ,5.467279275413603
SNY,The Philippines has launched an investigation into the immunisation of 730000 children with a dengue vaccine that could pose health risks. Last week French drug company Sanofi announced their vaccine could worsen the potentially deadly disease in people not previously infected.,NASDAQ,5.853087654337287
SNY,Pharmaceutical giant Sanofi – one of Europe’s largest suppliers of insulin – has been stockpiling drugs in the UK as fears mount over a no-deal Brexit.,NASDAQ,5.222641382366419
SNY,Hong Kong flu vaccine samples found clear of impurities after white particles were detected in Taiwan: DOH tested 1000 samples including 700 from affected batch. Authorities also released list of medical institutions that had used vaccine made by French pharmaceutical firm Sanofi Pasteur.,NASDAQ,6.755249511450529
SNY,Consider the fact that the SANOFI pasteur admit it that the effect of dengvaxia vaccine will be worst to those who had no dengue yet. So basically they had the conclusion or result with the vaccine after all the incident of death had the same symptoms. Its already anoumaly and questionable,NASDAQ,7.643768765032291
SNY,An arthritis drug that was being closely watched for its potential use against COVID-19 has delivered disappointing results in clinical trials. Kevzara which is made by Regeneron and Sanofi does not attack the novel coronavirus,NASDAQ,5.738475622609258
SNY,France angered by suggestion U.S. would get first access to coronavirus vaccine by French pharma company Sanofi,NASDAQ,5.613359477836639
SNY,Regeneron Sanofi arthritis drug fails late-stage study in COVID-19 patients,NASDAQ,3.568266563117504
SNY,Covid-19: Sanofi and GSK promise 60 million vaccines to Great Britain,NASDAQ,2.866332195699215
SNY,Coronavirus tracker: Sanofi GSK win Warp Speed blessing $2.1B; Pfizer BioNTech commit 120M vaccines to Japan,NASDAQ,4.097368165850639
SNY,Pharma giant Sanofi charged with manslaughter,NASDAQ,6.150333812460303
SNY,Coronavirus vaccine trial begun by drug corporations GSK and Sanofi ... #featured,NASDAQ,9.01491029188037
SNY,Sanofi Covid vaccine delayed until end of 2021 – as UK has 60m doses on order,NASDAQ,8.616082977503538
SNY,Sanofi and GSK delay COVID-19 vaccine marking setback for global fight,NASDAQ,5.5352302538231015
SNY,Sanofi and GlaxoSmithKline said clinical trials of their COVID-19 vaccine showed an insufficient immune response in older people delaying its launch to late next year and marking a setback in the global fight against the pandemic.,NASDAQ,5.5671044061891735
